38+5 1.90 2.34 2.72 3.09 3.50 3.96 4.51
38+6 1.92 2.36 2.74 3.11 3.52 3.98 4.53
39+0 1.94 2.38 2.76 3.13 3.54 4.00 4.55
39+1 1.96 2.40 2.78 3.15 3.56 4.02 4.57
39+2 1.98 2.41 2.80 3.17 3.58 4.05 4.59
39+3 1.99 2.43 2.81 3.19 3.60 4.07 4.62
39+4 2.01 2.45 2.83 3.21 3.62 4.09 4.64
39+5 2.03 2.47 2.85 3.22 3.64 4.11 4.66
39+6 2.04 2.48 2.87 3.24 3.66 4.12 4.68
40+0 2.06 2.50 2.88 3.26 3.68 4.14 4.70
40+1 2.08 2.52 2.90 3.28 3.69 4.16 4.72
40+2 2.09 2.53 2.92 3.29 3.71 4.18 4.73
40+3 2.11 2.55 2.93 3.31 3.73 4.20 4.75
40+4 2.12 2.56 2.95 3.33 3.74 4.21 4.77
40+5 2.13 2.58 2.96 3.34 3.76 4.23 4.79
40+6 2.15 2.59 2.98 3.36 3.78 4.25 4.81
41+0 2.16 2.61 2.99 3.37 3.79 4.26 4.82
41+1 2.17 2.62 3.01 3.39 3.81 4.28 4.84
41+2 2.19 2.63 3.02 3.40 3.82 4.29 4.85
41+3 2.20 2.64 3.03 3.41 3.83 4.31 4.87
41+4 2.21 2.66 3.05 3.43 3.85 4.32 4.88
41+5 2.22 2.67 3.06 3.44 3.86 4.34 4.90
41+6 2.23 2.68 3.07 3.45 3.87 4.35 4.91
42+0 2.24 2.69 3.08 3.46 3.89 4.36 4.93
42+1 2.25 2.70 3.09 3.48 3.90 4.38 4.94
42+2 2.26 2.71 3.10 3.49 3.91 4.39 4.95
42+3 2.27 2.72 3.12 3.50 3.92 4.40 4.97
42+4 2.28 2.73 3.13 3.51 3.93 4.41 4.98
42+5 2.29 2.74 3.14 3.52 3.94 4.42 4.99
42+6 2.30 2.75 3.14 3.53 3.96 4.43 5.00
